Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.11362,11.561645,12.931226
1,gpt-3.5-turbo-0301,9.027357,9.084082,8.566667
2,gpt-3.5-turbo-0613,11.427317,11.165187,11.781444
3,gpt-3.5-turbo-16k,19.154198,19.335011,18.330013
4,gpt-3.5-turbo-16k-0613,20.300071,21.036155,21.75279
5,gpt-4,16.549426,16.617381,15.000283
6,gpt-4-0314,17.365271,16.612521,18.324962
7,gpt-4-0613,15.237901,16.758557,15.69031
