Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.263101,11.636712,11.571699
1,gpt-3.5-turbo-0301,13.572731,13.411695,12.327089
2,gpt-3.5-turbo-0613,13.242682,12.20656,10.976179
3,gpt-3.5-turbo-16k,18.55515,18.948287,19.882066
4,gpt-3.5-turbo-16k-0613,20.363225,20.605962,18.979029
5,gpt-4,15.007534,14.178932,15.247527
6,gpt-4-0314,15.311581,13.415386,15.248522
7,gpt-4-0613,13.347583,,12.326591
