Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.862159,12.286283,12.364005
1,gpt-3.5-turbo-0301,10.314176,10.27341,10.101731
2,gpt-3.5-turbo-0613,13.203755,12.364536,24.41068
3,gpt-3.5-turbo-16k,16.419062,17.080343,18.393022
4,gpt-3.5-turbo-16k-0613,18.092585,19.979746,17.821891
5,gpt-4,13.304622,14.061941,15.426034
6,gpt-4-0314,20.614051,22.29014,24.442029
7,gpt-4-0613,16.579678,16.18562,16.586785
