Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.924025,12.443727,11.301482
1,gpt-3.5-turbo-0301,14.658584,15.615649,15.581529
2,gpt-3.5-turbo-0613,12.654496,12.494985,12.141485
3,gpt-3.5-turbo-16k,18.358685,23.072686,20.268855
4,gpt-3.5-turbo-16k-0613,20.933713,19.60256,20.576236
5,gpt-4,11.394104,11.261784,10.844528
6,gpt-4-0314,10.970713,12.968259,9.488623
7,gpt-4-0613,9.960291,10.267356,12.266399
