Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.29256,11.432286,11.631842
1,gpt-3.5-turbo-0301,7.334238,6.780194,6.840326
2,gpt-3.5-turbo-0613,11.066525,11.145576,10.299168
3,gpt-3.5-turbo-16k,12.927606,12.394595,11.590594
4,gpt-3.5-turbo-16k-0613,11.994787,11.647185,12.254337
5,gpt-4,19.487692,18.098059,19.783362
6,gpt-4-0314,10.453229,10.301503,13.102032
7,gpt-4-0613,15.755843,17.512361,16.882785
