Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.604865,13.588302,13.531284
1,gpt-3.5-turbo-0301,15.235751,15.398518,14.239165
2,gpt-3.5-turbo-0613,11.549558,13.269994,15.932668
3,gpt-3.5-turbo-16k,20.407927,21.202124,20.712351
4,gpt-3.5-turbo-16k-0613,23.513289,20.967896,21.373905
5,gpt-4,14.173464,11.730895,14.703834
6,gpt-4-0314,10.467292,10.646827,12.157067
7,gpt-4-0613,15.482363,12.773437,12.753591
