Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.023935,12.662879,17.042775
1,gpt-3.5-turbo-0301,13.549961,14.403291,14.448874
2,gpt-3.5-turbo-0613,12.881656,12.254265,11.694993
3,gpt-3.5-turbo-16k,23.813165,21.487909,20.589685
4,gpt-3.5-turbo-16k-0613,20.449068,26.824473,19.969986
5,gpt-4,14.989842,12.651197,13.155015
6,gpt-4-0314,12.890426,13.13669,13.341805
7,gpt-4-0613,13.004156,12.369844,12.192715
