Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,47.314814,11.031522,13.169869
1,gpt-3.5-turbo-0301,12.2503,12.527894,12.057312
2,gpt-3.5-turbo-0613,11.561069,19.830084,30.986453
3,gpt-3.5-turbo-16k,24.890662,25.931394,28.391901
4,gpt-3.5-turbo-16k-0613,26.107689,,33.73793
5,gpt-4,15.53302,17.064829,15.671251
6,gpt-4-0314,19.88793,21.202493,20.598591
7,gpt-4-0613,19.431119,19.440631,16.996434
