Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.557468,11.306199,13.12548
1,gpt-3.5-turbo-0301,11.015604,11.427967,12.120973
2,gpt-3.5-turbo-0613,11.308502,11.579385,11.638403
3,gpt-3.5-turbo-16k,23.980401,20.108375,19.75255
4,gpt-3.5-turbo-16k-0613,23.073918,22.446989,19.587358
5,gpt-4,19.068412,16.453998,19.57472
6,gpt-4-0314,16.652831,16.795314,15.205383
7,gpt-4-0613,18.381694,16.12892,18.746015
