Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.044681,12.972801,12.751832
1,gpt-3.5-turbo-0301,11.951067,13.205872,12.635828
2,gpt-3.5-turbo-0613,13.061148,12.485669,12.956085
3,gpt-3.5-turbo-16k,18.226285,17.410859,17.640787
4,gpt-3.5-turbo-16k-0613,19.612849,,17.597982
5,gpt-4,11.234793,11.463427,11.087075
6,gpt-4-0314,10.913175,11.10522,10.960503
7,gpt-4-0613,11.475661,12.563543,11.723295
