Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,16.376813,13.601407,14.570314
1,gpt-3.5-turbo-0301,13.75614,14.60825,13.881967
2,gpt-3.5-turbo-0613,4.689913,14.542641,4.32324
3,gpt-3.5-turbo-16k,20.123901,24.093064,23.655275
4,gpt-3.5-turbo-16k-0613,21.498224,20.166032,21.422753
5,gpt-4,17.025923,14.035604,17.459904
6,gpt-4-0314,23.873793,21.062423,21.753591
7,gpt-4-0613,14.030309,16.497648,15.756823
