Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.106379,11.533155,12.733618
1,gpt-3.5-turbo-0301,12.327684,12.740165,12.298218
2,gpt-3.5-turbo-0613,13.516759,12.895629,14.99419
3,gpt-3.5-turbo-16k,15.721477,16.474519,14.976003
4,gpt-3.5-turbo-16k-0613,15.749895,16.478185,17.054212
5,gpt-4,11.746771,11.55724,11.903399
6,gpt-4-0314,12.428558,11.92118,12.400167
7,gpt-4-0613,10.729655,14.518735,11.949329
