Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.133718,9.939253,12.318567
1,gpt-3.5-turbo-0301,7.686259,7.308753,7.27933
2,gpt-3.5-turbo-0613,9.850893,11.042574,9.892167
3,gpt-3.5-turbo-16k,15.301788,14.88086,15.102155
4,gpt-3.5-turbo-16k-0613,14.721204,15.457259,15.77424
5,gpt-4,10.017532,9.957439,8.157633
6,gpt-4-0314,13.338843,15.900054,10.7168
7,gpt-4-0613,8.641931,11.038868,9.969907
