Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.035341,12.544971,
1,gpt-3.5-turbo-0301,10.872711,11.275355,10.855615
2,gpt-3.5-turbo-0613,30.510659,12.168758,12.270576
3,gpt-3.5-turbo-16k,14.862868,15.715068,14.390118
4,gpt-3.5-turbo-16k-0613,15.531808,14.473132,14.976972
5,gpt-4,16.879227,15.218694,14.778818
6,gpt-4-0314,12.816585,13.112216,13.234551
7,gpt-4-0613,17.546949,17.156765,15.520873
