Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.030445,15.053625,12.345179
1,gpt-3.5-turbo-0301,11.513549,11.748914,11.082421
2,gpt-3.5-turbo-0613,13.326488,12.840615,13.827768
3,gpt-3.5-turbo-16k,21.311307,22.806846,
4,gpt-3.5-turbo-16k-0613,20.367533,20.725788,22.518655
5,gpt-4,17.848995,15.734764,14.750484
6,gpt-4-0314,20.919161,18.973906,17.699186
7,gpt-4-0613,15.574026,12.50985,13.992189
