Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,21.897652,10.925388,11.38063
1,gpt-3.5-turbo-0301,8.27955,8.298468,8.429378
2,gpt-3.5-turbo-0613,11.200313,11.155775,11.133062
3,gpt-3.5-turbo-16k,22.186581,21.040117,19.098603
4,gpt-3.5-turbo-16k-0613,19.280941,18.027956,17.558429
5,gpt-4,15.771001,20.092908,17.255466
6,gpt-4-0314,21.974041,24.336188,22.047124
7,gpt-4-0613,19.916882,19.534597,15.974343
