Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.262185,13.425846,12.604504
1,gpt-3.5-turbo-0301,20.828422,19.879807,20.3841
2,gpt-3.5-turbo-0613,12.713076,13.224519,13.725553
3,gpt-3.5-turbo-16k,25.597565,23.295696,24.030685
4,gpt-3.5-turbo-16k-0613,23.390629,25.6939,24.412596
5,gpt-4,13.436192,12.655117,11.898029
6,gpt-4-0314,13.801616,16.051817,17.321403
7,gpt-4-0613,9.69375,10.495689,10.87555
