Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,23.379981,24.690081,23.162132
1,gpt-3.5-turbo-0301,12.647563,11.37351,12.208727
2,gpt-3.5-turbo-0613,22.297148,22.472314,22.233852
3,gpt-3.5-turbo-16k,17.475488,16.41628,16.252579
4,gpt-3.5-turbo-16k-0613,19.16255,16.651742,17.701701
5,gpt-4,12.001755,10.79121,9.597182
6,gpt-4-0314,13.729139,13.993174,12.326152
7,gpt-4-0613,11.597093,10.231107,10.988903
