Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.071332,15.403931,12.656255
1,gpt-3.5-turbo-0301,11.711902,12.386969,11.845369
2,gpt-3.5-turbo-0613,,,10.948999
3,gpt-3.5-turbo-16k,21.543518,20.841996,18.942046
4,gpt-3.5-turbo-16k-0613,21.347645,22.87501,23.76442
5,gpt-4,21.024805,20.635258,17.517741
6,gpt-4-0314,16.323158,18.805602,17.208544
7,gpt-4-0613,19.445874,16.211231,19.755097
