Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.718617,10.332923,11.602516
1,gpt-3.5-turbo-0301,11.204722,10.944963,10.822268
2,gpt-3.5-turbo-0613,10.366428,10.602199,10.850873
3,gpt-3.5-turbo-16k,24.521783,17.00429,18.41491
4,gpt-3.5-turbo-16k-0613,22.171898,18.549144,17.781915
5,gpt-4,15.692596,14.67764,14.690818
6,gpt-4-0314,14.563008,14.325449,14.356803
7,gpt-4-0613,14.970519,13.875967,14.893144
