Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.802481,12.762673,13.452192
1,gpt-3.5-turbo-0301,13.906249,13.800995,14.115632
2,gpt-3.5-turbo-0613,13.050895,14.100988,
3,gpt-3.5-turbo-16k,21.726645,22.031902,20.499813
4,gpt-3.5-turbo-16k-0613,23.531805,22.215028,20.941934
5,gpt-4,14.357901,14.258865,14.77945
6,gpt-4-0314,16.743027,15.094697,13.866623
7,gpt-4-0613,15.812899,14.432032,13.131586
