Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.450537,14.136171,37.740496
1,gpt-3.5-turbo-0301,11.245738,11.34165,11.556343
2,gpt-3.5-turbo-0613,12.805849,16.793703,14.178061
3,gpt-3.5-turbo-16k,16.450838,18.841765,17.682806
4,gpt-3.5-turbo-16k-0613,18.019297,17.157174,17.455775
5,gpt-4,20.393876,20.454171,17.76801
6,gpt-4-0314,15.445756,15.341998,17.586169
7,gpt-4-0613,19.687274,17.462371,19.972164
