Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.728145,14.427325,16.999678
1,gpt-3.5-turbo-0301,17.506894,18.309675,17.169936
2,gpt-3.5-turbo-0613,12.783588,12.509789,12.913761
3,gpt-3.5-turbo-16k,,25.938613,25.367474
4,gpt-4,10.807627,10.73424,9.445847
5,gpt-4-0314,13.3072,11.206757,13.130337
6,gpt-4-0613,12.059124,11.460896,10.96349
