Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.179015,10.631015,19.756289
1,gpt-3.5-turbo-0301,12.513178,12.769991,13.1627
2,gpt-3.5-turbo-0613,9.512975,10.161783,9.979603
3,gpt-3.5-turbo-16k,24.565749,39.742654,
4,gpt-3.5-turbo-16k-0613,35.290114,26.353913,25.964217
5,gpt-4,19.820455,17.672991,19.857268
6,gpt-4-0314,19.415037,19.203473,20.173085
7,gpt-4-0613,18.325298,17.423644,16.572989
