Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.859387,12.160875,10.170964
1,gpt-3.5-turbo-0301,10.091687,9.739215,10.033062
2,gpt-3.5-turbo-0613,10.198106,10.85456,10.113261
3,gpt-3.5-turbo-16k,7.570775,8.288913,9.224239
4,gpt-3.5-turbo-16k-0613,8.383131,9.603233,10.051804
5,gpt-4,12.719684,11.641319,12.298727
6,gpt-4-0314,13.613691,15.149848,15.654626
7,gpt-4-0613,12.164837,12.699468,12.341985
