Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.172186,13.715824,11.472249
1,gpt-3.5-turbo-0301,5.635761,6.299589,
2,gpt-3.5-turbo-0613,12.83798,11.569415,10.226249
3,gpt-3.5-turbo-16k,18.43239,17.52994,19.630696
4,gpt-3.5-turbo-16k-0613,18.64954,18.78357,18.119008
5,gpt-4,14.480732,12.523572,12.77739
6,gpt-4-0314,12.172665,12.477824,14.821016
7,gpt-4-0613,10.041553,11.620506,13.501253
