Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.440784,13.74094,12.045427
1,gpt-3.5-turbo-0301,11.930126,12.370505,12.476706
2,gpt-3.5-turbo-0613,11.366821,13.809907,12.281128
3,gpt-3.5-turbo-16k,25.226234,23.107301,22.407824
4,gpt-3.5-turbo-16k-0613,23.497407,24.734887,22.053825
5,gpt-4,11.598786,10.966089,9.133795
6,gpt-4-0314,13.312783,15.233409,15.738442
7,gpt-4-0613,10.995745,10.46966,11.418511
