Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.659872,13.491543,13.903547
1,gpt-3.5-turbo-0301,9.747785,9.714276,9.900006
2,gpt-3.5-turbo-0613,12.893983,13.937009,12.81141
3,gpt-3.5-turbo-16k,18.858701,17.883439,17.131757
4,gpt-3.5-turbo-16k-0613,17.588403,17.980072,16.269946
5,gpt-4,11.295088,11.327788,10.008566
6,gpt-4-0314,10.771974,10.802516,12.122724
7,gpt-4-0613,11.272495,9.656642,10.327564
