Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.328243,11.700515,12.004968
1,gpt-3.5-turbo-0301,15.124298,15.869303,15.221019
2,gpt-3.5-turbo-0613,27.597045,14.677275,11.719097
3,gpt-3.5-turbo-16k,19.835634,,23.479827
4,gpt-3.5-turbo-16k-0613,23.629237,20.52068,21.00511
5,gpt-4,13.620186,13.5534,12.433455
6,gpt-4-0314,11.071288,10.501261,11.496008
7,gpt-4-0613,11.47984,14.343289,11.247997
