Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.240442,13.318458,13.338165
1,gpt-3.5-turbo-0301,14.818718,13.920423,
2,gpt-3.5-turbo-0613,12.281411,11.226491,38.772183
3,gpt-3.5-turbo-16k,23.3041,22.131395,
4,gpt-3.5-turbo-16k-0613,,,22.940554
5,gpt-4,12.143158,12.17452,16.305165
6,gpt-4-0314,12.501578,14.204672,13.900882
7,gpt-4-0613,11.520124,12.837745,13.455894
