Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.897245,12.407945,11.602891
1,gpt-3.5-turbo-0301,8.297776,8.677601,8.02907
2,gpt-3.5-turbo-0613,12.786163,12.653757,12.306303
3,gpt-3.5-turbo-16k,11.810103,10.500193,10.057165
4,gpt-3.5-turbo-16k-0613,14.098762,12.25107,12.212244
5,gpt-4,11.184072,10.65077,12.706941
6,gpt-4-0314,14.679601,13.547294,14.498853
7,gpt-4-0613,14.175612,13.319688,12.5679
