Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,16.059085,11.537897,12.00743
1,gpt-3.5-turbo-0301,20.453931,21.150003,20.916552
2,gpt-3.5-turbo-0613,12.88108,12.357128,11.582686
3,gpt-3.5-turbo-16k,28.97018,20.97147,23.630597
4,gpt-3.5-turbo-16k-0613,27.241143,19.951578,21.853875
5,gpt-4,18.108244,16.689834,14.245491
6,gpt-4-0314,19.861927,16.175573,15.415147
7,gpt-4-0613,15.505841,15.0954,14.224823
