Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.35408,11.530047,14.349792
1,gpt-3.5-turbo-0301,8.987021,8.716893,9.12493
2,gpt-3.5-turbo-0613,11.210773,11.18092,11.089827
3,gpt-3.5-turbo-16k,20.97662,20.8173,21.838599
4,gpt-3.5-turbo-16k-0613,19.768436,19.348371,19.540543
5,gpt-4,15.703581,13.970113,13.54854
6,gpt-4-0314,17.578517,16.801542,15.230153
7,gpt-4-0613,14.855385,14.40229,15.133806
