Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,,12.364494,13.622892
1,gpt-3.5-turbo-0301,12.194656,12.874762,12.974473
2,gpt-3.5-turbo-0613,33.244447,,
3,gpt-3.5-turbo-16k,23.928178,,22.729538
4,gpt-3.5-turbo-16k-0613,,23.529011,25.777963
5,gpt-4,12.876875,12.828387,11.259402
6,gpt-4-0314,14.318899,12.928758,14.733289
7,gpt-4-0613,12.065164,11.683839,12.712035
