Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,18.360049,,20.337692
1,gpt-3.5-turbo-0301,23.746319,21.554133,19.959026
2,gpt-3.5-turbo-0613,17.807266,18.651653,19.87451
3,gpt-3.5-turbo-16k,27.845404,,25.00258
4,gpt-3.5-turbo-16k-0613,35.947518,24.640765,31.176656
5,gpt-4,16.411689,13.5271,13.247363
6,gpt-4-0314,16.598501,15.777237,18.578116
7,gpt-4-0613,13.203932,15.079072,15.529996
