Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,17.920019,20.396715,19.617474
1,gpt-3.5-turbo-0301,16.740012,16.533615,17.049142
2,gpt-3.5-turbo-0613,14.429515,14.420119,14.470977
3,gpt-3.5-turbo-16k,34.114706,32.772128,39.621802
4,gpt-3.5-turbo-16k-0613,27.747724,26.182589,30.347853
5,gpt-4,8.395642,10.220572,8.583906
6,gpt-4-0314,14.259048,14.260828,10.482671
7,gpt-4-0613,8.421311,7.840184,8.410576
