Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.029892,12.454465,12.686709
1,gpt-3.5-turbo-0301,8.318323,8.043568,8.121303
2,gpt-3.5-turbo-0613,11.365572,15.505678,11.663931
3,gpt-3.5-turbo-16k,16.764518,16.997656,17.060925
4,gpt-3.5-turbo-16k-0613,17.549157,18.202259,16.326713
5,gpt-4,13.899704,13.743164,13.294375
6,gpt-4-0314,14.699575,14.895241,13.778722
7,gpt-4-0613,11.685663,13.234984,12.054138
