Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.398915,11.38644,11.561604
1,gpt-3.5-turbo-0301,13.020494,12.517197,12.381824
2,gpt-3.5-turbo-0613,11.673072,11.988828,12.04045
3,gpt-3.5-turbo-16k,18.563504,18.704761,17.824699
4,gpt-3.5-turbo-16k-0613,17.513946,18.908858,18.939899
5,gpt-4,9.055289,10.987451,12.848727
6,gpt-4-0314,10.875969,11.227649,11.126906
7,gpt-4-0613,11.357044,10.33391,11.864125
