Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.280173,153.397003,17.110745
1,gpt-3.5-turbo-0301,14.607401,16.390336,16.751073
2,gpt-3.5-turbo-0613,15.078731,,14.604411
3,gpt-3.5-turbo-16k,22.094513,19.990164,
4,gpt-3.5-turbo-16k-0613,20.693509,19.879431,20.192267
5,gpt-4,15.914967,16.312821,12.28198
6,gpt-4-0314,15.408762,13.277287,13.612355
7,gpt-4-0613,15.074458,14.046808,13.3262
