Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.929276,12.899247,17.833897
1,gpt-3.5-turbo-0301,14.214453,14.278495,14.312145
2,gpt-3.5-turbo-0613,14.223665,11.473299,13.054973
3,gpt-3.5-turbo-16k,20.696163,19.103959,20.792076
4,gpt-3.5-turbo-16k-0613,18.536345,20.465729,19.19406
5,gpt-4,15.163071,11.125312,11.214741
6,gpt-4-0314,12.496532,14.482448,13.709957
7,gpt-4-0613,12.569404,10.769742,12.483704
