Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.336913,,20.008469
1,gpt-3.5-turbo-0301,11.044708,10.502417,11.661517
2,gpt-3.5-turbo-0613,10.530322,10.576093,9.929725
3,gpt-3.5-turbo-16k,24.3258,20.379242,20.966497
4,gpt-3.5-turbo-16k-0613,,,20.745515
5,gpt-4,15.035196,17.086001,15.826609
6,gpt-4-0314,13.050646,11.927742,12.19413
7,gpt-4-0613,18.807998,15.782704,17.835995
