Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.97752,,13.245768
1,gpt-3.5-turbo-0301,13.819023,14.43696,14.732786
2,gpt-3.5-turbo-0613,23.346196,19.52188,13.364116
3,gpt-3.5-turbo-16k,21.829114,21.661354,22.676399
4,gpt-3.5-turbo-16k-0613,21.863705,,21.227692
5,gpt-4,14.870885,16.317273,18.058647
6,gpt-4-0314,14.154279,14.112535,14.490879
7,gpt-4-0613,12.713325,14.581131,16.907476
