Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.879265,11.13704,10.968135
1,gpt-3.5-turbo-0301,7.220659,7.298823,7.106083
2,gpt-3.5-turbo-0613,10.83496,10.694466,18.005762
3,gpt-3.5-turbo-16k,11.581708,12.035046,11.210263
4,gpt-3.5-turbo-16k-0613,11.663068,11.714772,10.944612
5,gpt-4,16.818001,17.306623,14.020859
6,gpt-4-0314,17.49489,19.476813,15.772258
7,gpt-4-0613,17.456268,13.957274,16.573162
