Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.240121,11.832461,19.160747
1,gpt-3.5-turbo-0301,12.211396,12.423639,11.51681
2,gpt-3.5-turbo-0613,11.744396,12.377165,11.703439
3,gpt-3.5-turbo-16k,17.512256,18.92874,18.413955
4,gpt-3.5-turbo-16k-0613,19.472181,18.922888,17.426359
5,gpt-4,7.134264,7.757897,9.488262
6,gpt-4-0314,10.941192,10.731552,10.893894
7,gpt-4-0613,10.660682,11.238414,10.777116
