Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.647,11.799262,11.442659
1,gpt-3.5-turbo-0301,12.65379,12.990889,14.11185
2,gpt-3.5-turbo-0613,10.69222,12.64297,11.927603
3,gpt-3.5-turbo-16k,22.700057,23.448339,21.979796
4,gpt-3.5-turbo-16k-0613,24.269055,28.754325,23.119308
5,gpt-4,10.32712,10.105047,11.514053
6,gpt-4-0314,17.889352,16.985747,18.564694
7,gpt-4-0613,14.439594,12.874287,11.93119
