Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.316188,11.399572,23.711251
1,gpt-3.5-turbo-0301,9.015448,9.124831,9.327518
2,gpt-3.5-turbo-0613,11.380086,12.091141,11.01787
3,gpt-3.5-turbo-16k,17.112859,16.749873,16.760854
4,gpt-3.5-turbo-16k-0613,17.034819,16.721716,18.238582
5,gpt-4,17.165793,17.803585,19.253152
6,gpt-4-0314,13.170499,12.592399,13.559353
7,gpt-4-0613,19.16419,18.833994,21.435214
