Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.976677,11.909263,11.681705
1,gpt-3.5-turbo-0301,7.86582,8.171573,8.040762
2,gpt-3.5-turbo-0613,12.976017,12.321462,16.509987
3,gpt-3.5-turbo-16k,14.023779,13.490482,14.081744
4,gpt-3.5-turbo-16k-0613,12.793851,13.867116,13.917842
5,gpt-4,14.588017,13.623353,15.936155
6,gpt-4-0314,20.904179,19.105143,18.532917
7,gpt-4-0613,15.019312,15.858307,15.287966
