Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.220684,12.304919,12.464024
1,gpt-3.5-turbo-0301,8.989882,9.048792,9.330459
2,gpt-3.5-turbo-0613,12.568846,11.750929,11.348259
3,gpt-3.5-turbo-16k,13.350827,12.983385,13.379583
4,gpt-3.5-turbo-16k-0613,14.098252,12.093469,13.768486
5,gpt-4,12.723838,13.301186,13.801871
6,gpt-4-0314,13.157263,12.279504,12.708242
7,gpt-4-0613,16.832264,12.875087,13.084324
