Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,21.067493,,20.419375
1,gpt-3.5-turbo-0301,12.450208,12.702379,12.351779
2,gpt-3.5-turbo-0613,24.309601,19.220351,24.37457
3,gpt-3.5-turbo-16k,19.425048,19.285018,17.561625
4,gpt-3.5-turbo-16k-0613,18.19227,18.297077,18.523257
5,gpt-4,10.118509,9.132249,8.632019
6,gpt-4-0314,13.795281,12.212566,13.338885
7,gpt-4-0613,10.371211,10.688442,10.516662
