Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,18.501534,14.237365,15.452417
1,gpt-3.5-turbo-0301,12.49292,35.097801,13.792276
2,gpt-3.5-turbo-0613,11.567466,12.990794,12.492627
3,gpt-3.5-turbo-16k,19.892357,27.441439,24.178183
4,gpt-3.5-turbo-16k-0613,21.286762,20.778421,22.748673
5,gpt-4,10.574227,10.132543,10.945939
6,gpt-4-0314,10.81776,9.880133,10.207465
7,gpt-4-0613,13.037649,10.137389,9.396559
