Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.369496,10.012281,12.301375
1,gpt-3.5-turbo-0301,7.018633,7.136299,6.554225
2,gpt-3.5-turbo-0613,11.335398,10.227677,12.513709
3,gpt-3.5-turbo-16k,11.498118,11.301386,12.062338
4,gpt-3.5-turbo-16k-0613,12.413112,11.81057,12.014715
5,gpt-4,13.905009,15.406542,11.192214
6,gpt-4-0314,18.348406,15.674527,15.597302
7,gpt-4-0613,11.935218,13.623414,13.122483
