Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,15.100214,17.093593,17.558459
1,gpt-3.5-turbo-0301,12.524104,12.673421,10.850926
2,gpt-3.5-turbo-0613,14.111841,14.892139,29.751986
3,gpt-3.5-turbo-16k,25.536387,27.464916,26.24154
4,gpt-3.5-turbo-16k-0613,21.292991,21.246044,22.117241
5,gpt-4,15.504411,15.991883,16.899683
6,gpt-4-0314,14.556352,16.007934,15.19689
7,gpt-4-0613,13.939872,15.506397,16.746492
